temperature_c,humidity_pct,pressure_hpa,wind_speed_kmh,cloud_cover_pct,dew_point_c,cloud_type,rain_tomorrow
8.8,64.91,996.88,6.76,36.87,2.07,Cumulus,No Rain
17.96,72.98,1014.71,15.16,55.96,13.72,Cumulus,No Rain
17.36,81.27,1016.0,19.42,53.14,15.29,Cumulus,No Rain
18.24,67.8,1007.86,3.86,67.95,12.07,Cumulus,Rain
15.43,89.23,1013.22,12.31,82.84,11.55,Cumulus,Rain
10.17,56.94,993.21,15.42,82.46,2.15,Stratus,Rain
35.55,90.52,1006.69,8.78,2.97,28,Cirrus,Rain
26.21,68.18,1004.85,12.63,9.5,20.69,Nimbus,No Rain
17.78,43.91,1022.78,3.78,0.61,5.79,Clear,No Rain
24.94,66.58,1004.12,17.88,73.03,17.95,Cumulus,Rain
17.79,83.24,1020.03,13.96,64.53,15.75,Cumulus,No Rain
25.97,58.15,1008.51,7.25,50.97,19.6,Cirrus,No Rain
2.94,53.06,1025.87,9.67,50.46,-4.73,Cumulus,No Rain
2.91,53.46,1015.03,16.55,64.26,-6.0,Stratus,No Rain
34.62,69.21,986.76,14.73,50.89,28,Cumulus,No Rain
29.4,50.31,1013.78,23.71,25.17,18.56,Cirrus,No Rain
6.4,39.39,1019.99,25.35,25.08,-5.6,Cirrus,No Rain
3.13,70.28,1009.25,13.3,62.71,-4.36,Stratus,No Rain
25.01,85.59,1008.21,31.11,100,22.75,Cumulonimbus,Rain
0.88,94.71,1021.63,22.1,22.37,0.48,Cirrus,Rain
16.6,62.01,1007.66,16.4,49.22,6.81,Cumulus,No Rain
27.38,70.46,1022.04,15.43,23.07,19.24,Cirrus,No Rain
4.94,61.29,1010.61,24.49,53.03,-1.7,Cumulus,No Rain
18.16,100,1010.01,14.36,100,18.57,Cumulus,Rain
18.93,40.0,1019.12,4.82,87.79,5.94,Cumulus,No Rain
14.34,70.35,1022.05,25.37,60.26,6.24,Cumulonimbus,No Rain
22.04,60.34,1019.67,10.72,14.58,12.35,Cirrus,No Rain
9.89,96.63,1002.68,17.28,5.68,7.67,Cirrus,Rain
36.65,100,1007.92,4.51,67.25,28,Cumulus,No Rain
7.16,83.26,1009.39,3.8,89.58,4.63,Stratus,Rain
26.68,71.85,1016.98,6.97,90.4,19.89,Cumulus,No Rain
21.23,67.99,1018.37,2.22,33.69,15.17,Cirrus,No Rain
13.31,68.45,998.91,17.41,86.9,6.15,Cumulus,Rain
27.5,59.15,997.22,37.24,90.92,19.15,Cumulonimbus,Rain
18.33,60.78,1023.05,8.21,38.72,10.91,Cumulus,No Rain
27.38,82.1,1008.85,12.1,36.51,23.99,Cumulus,Rain
16.41,57.72,1016.05,7.4,78.42,9.48,Cumulus,No Rain
-4.35,12.53,1005.74,10.29,0,-15,Clear,No Rain
5.9,47.32,1017.14,3.53,87.12,-4.73,Stratus,No Rain
20.57,63.57,1014.57,11.78,68.91,12.23,Cumulus,No Rain
30.24,46.53,1002.4,25.64,55.07,21.38,Cumulonimbus,Rain
4.78,75.49,1015.14,13.24,71.64,1.21,Stratus,Rain
16.55,37.87,1012.85,25.05,84.35,1.75,Cumulonimbus,No Rain
13.49,57.7,1005.63,2.83,55.12,1.99,Nimbus,No Rain
16.17,44.23,1001.13,11.81,0,2.7,Clear,No Rain
30.19,67.1,1007.58,22.78,89.92,23.63,Cumulus,Rain
23.37,90.52,1009.79,9.53,69.55,23.16,Cumulus,Rain
12.72,91.04,1017.13,14.47,30.22,11.72,Cirrus,Rain
4.96,46.44,1011.02,15.49,84.49,-5.96,Stratus,No Rain
17.53,82.43,1013.69,3.03,49.74,12.26,Cumulus,No Rain
6.74,47.25,1005.36,5.65,53.92,-4.83,Cumulus,No Rain
30.5,55.17,1006.78,11.78,5.73,22.11,Cirrus,No Rain
10.11,71.76,1019.33,10.78,100,5.15,Stratus,Rain
32.53,53.01,1007.74,22.08,91.28,23.79,Cumulus,Rain
9.31,61.04,1018.58,19.16,86.66,2.05,Stratus,No Rain
11.17,64.95,997.85,13.53,95.22,4.17,Stratus,Rain
8.58,87.66,1020.76,28.76,27.28,4.62,Cirrus,Rain
27.24,94.04,1014.85,6.43,75.82,27.83,Cumulus,Rain
22.51,87.2,1004.24,5.87,61.85,19.36,Cumulus,Rain
14.28,51.7,1000.01,26.71,64.6,3.88,Cumulonimbus,No Rain
27.56,49.87,1018.5,8.17,72.21,18.2,Cumulus,No Rain
15.09,76.4,1009.93,18.23,21.79,9.22,Cirrus,No Rain
21.96,61.49,1010.12,2.68,28.94,11.28,Cirrus,No Rain
15.33,82.5,1012.69,12.53,64.04,11.06,Cumulus,No Rain
27.84,85.54,1001.54,12.39,52.16,26.34,Cumulus,Rain
21.17,64.34,1014.2,9.03,31.14,14.35,Cirrus,No Rain
16.87,46.07,1023.14,12.28,21.11,5.21,Cirrus,No Rain
16.98,100,1017.76,8.27,41.89,15.35,Cumulus,No Rain
18.64,59.84,1006.63,15.68,79.57,11.76,Cumulus,Rain
26.36,63.83,1007.78,12.32,92.05,20.81,Cumulus,Rain
14.89,74.72,1016.68,23.83,74.02,9.46,Cumulus,No Rain
19.36,29.57,1011.43,11.74,49.9,5.97,Cumulus,No Rain
10.29,93.05,1007.15,9.61,24.44,10.99,Cirrus,Rain
14.45,55.54,1008.72,5.62,100,3.88,Cumulus,Rain
15.59,74.41,1021.82,3.36,8.34,9.87,Cirrus,No Rain
22.67,75.25,1010.91,29.85,78.36,15.81,Cumulonimbus,Rain
26.2,65.64,1017.28,16.18,58.99,19.55,Cumulus,No Rain
21.77,45.58,1010.78,14.88,22.11,10.97,Cirrus,No Rain
19.71,86.5,1006.39,10.11,32.06,16.96,Cirrus,Rain
12.56,88.61,1009.49,13.79,53.52,9.51,Cumulus,No Rain
28.73,95.05,1018.82,4.79,56.06,28,Cumulus,No Rain
18.2,82.02,1022.75,12.01,71.09,15.77,Cumulus,Rain
2.77,74.59,1019.4,9.27,36.15,-3.41,Cumulus,No Rain
27.59,96.06,997.5,9.35,6.71,26.66,Cirrus,Rain
27.24,50.02,1010.98,13.94,27.28,16.67,Cirrus,No Rain
19.69,59.91,1007.09,22.48,91.51,10.89,Cumulus,Rain
25.15,57.05,1016.91,14.37,87.45,16.41,Cumulus,No Rain
-0.56,73.94,1000.85,14.84,58.05,-4.26,Cumulus,No Rain
10.0,39.43,1012.36,14.1,91.74,-3.32,Stratus,No Rain
23.15,75.4,1008.22,23.77,89.03,17.67,Cumulus,Rain
23.79,32.95,1002.16,6.67,26.06,11.46,Cirrus,No Rain
2.07,68.48,1014.71,3.78,80.59,-5.01,Stratus,No Rain
25.95,80.08,1017.63,14.7,39.78,22.73,Cumulus,No Rain
14.58,65.16,1008.36,22.83,69.08,5.3,Cumulus,Rain
23.25,54.49,1001.7,41.74,42.22,12.74,Cumulus,No Rain
16.75,73.05,1024.73,18.62,37.18,11.29,Cumulus,No Rain
33.93,79.24,1012.11,21.45,0,28,Cirrus,No Rain
25.51,80.54,997.55,14.55,100,22.55,Nimbus,Rain
15.34,22.63,1013.16,6.05,50.55,0.22,Cumulus,No Rain
3.69,81.79,1013.02,12.32,53.27,-0.74,Cumulus,No Rain
27.32,65.64,1006.6,15.06,58.6,21.11,Cirrus,No Rain
16.98,73.75,1015.11,28.65,82.87,11.42,Cumulonimbus,No Rain
29.59,87.75,1010.16,10.42,42.68,27.44,Cumulus,Rain
16.64,77.04,1017.53,20.19,35.43,12.39,Cumulus,No Rain
19.68,81.25,1014.77,6.64,80.62,15.41,Cumulus,Rain
11.43,67.72,1007.14,14.16,0,4.56,Cirrus,No Rain
15.76,74.53,1005.62,2.24,39.54,11.47,Cumulus,No Rain
34.35,39.13,1021.66,23.92,100,22.2,Cumulus,Rain
9.19,93.72,999.1,21.87,28.89,7.3,Cirrus,Rain
19.43,41.29,1008.94,10.51,92.01,9.38,Cumulus,Rain
17.76,53.36,1017.81,3.73,79.85,7.4,Cumulus,No Rain
11.24,78.95,1021.62,11.6,80.37,7.67,Stratus,Rain
30.22,93.91,993.09,5.14,41.92,28,Cumulus,Rain
16.46,96.05,1012.59,10.05,89.76,15.25,Cumulus,Rain
3.98,81.32,1006.48,14.97,36.19,-0.32,Cumulus,Rain
24.02,64.69,1027.36,5.79,52.99,16.98,Clear,No Rain
21.16,42.02,1013.8,34.91,56.57,9.05,Cumulonimbus,No Rain
16.63,75.04,1014.55,13.16,4.07,11.4,Cirrus,No Rain
19.34,68.99,1007.92,18.6,0,13.25,Cirrus,No Rain
20.5,50.98,1013.37,13.5,39.38,12.74,Cumulus,No Rain
29.47,69.0,1016.1,13.44,86.36,22.14,Cumulus,Rain
22.28,66.52,1012.58,7.03,68.0,15.01,Cumulus,No Rain
26.47,54.57,1011.77,10.63,85.02,18.78,Cumulus,No Rain
23.68,57.91,1003.37,2.95,30.83,15.99,Cirrus,No Rain
5.22,47.15,1012.72,14.93,46.34,-4.7,Nimbus,No Rain
22.83,68.01,1025.63,14.0,14.91,15.72,Cirrus,No Rain
11.01,57.18,1005.8,9.19,16.82,2.38,Stratus,No Rain
30.32,82.92,998.99,15.41,28.99,25.58,Cirrus,Rain
11.46,31.34,1004.47,8.75,79.08,-2.68,Stratus,Rain
20.78,86.79,1014.78,8.27,66.32,19.08,Cumulus,Rain
31.11,58.88,1003.25,35.01,34.16,22.69,Cirrus,Rain
18.51,75.79,1019.31,2.71,3.41,13.46,Cirrus,No Rain
20.56,68.57,1018.45,2.76,89.75,13.9,Cumulus,No Rain
15.11,98.62,1007.04,7.71,55.21,13.27,Cumulus,Rain
19.84,43.57,1014.36,19.68,65.87,6.38,Cumulus,No Rain
1.45,80.58,997.68,5.82,0.0,-1.69,Cirrus,Rain
28.5,53.49,1003.15,11.49,67.19,20.23,Cumulus,No Rain
32.54,42.65,1013.46,4.82,69.98,20.09,Cumulus,No Rain
28.91,80.72,1016.05,31.61,63.27,23.27,Cumulonimbus,Rain
9.42,74.4,1009.4,19.48,94.09,3.68,Stratus,No Rain
20.54,66.84,1004.27,8.14,90.04,14.22,Cumulus,No Rain
8.85,88.16,1005.23,6.61,88.7,5.35,Nimbus,Rain
14.93,71.63,1021.58,27.86,39.49,8.77,Cumulus,No Rain
13.58,92.84,1006.43,8.58,39.23,12.75,Cumulus,Rain
27.76,68.52,1010.88,1.89,64.47,22.0,Cumulus,No Rain
20.99,67.36,997.08,10.88,78.39,15.46,Cumulus,Rain
19.95,89.36,1002.75,15.63,48.26,18.42,Cumulus,Rain
23.29,65.39,1003.32,14.6,47.75,16.07,Cumulus,No Rain
23.74,41.68,1012.54,9.95,10.06,10.29,Clear,No Rain
8.31,62.9,1008.27,7.3,75.18,0.21,Stratus,No Rain
17.67,90.49,1017.96,6.38,69.07,15.59,Cumulus,Rain
25.51,79.32,1016.02,2.93,53.37,21.65,Cumulus,No Rain
31.93,77.98,994.47,20.42,61.1,28,Cumulus,Rain
22.98,47.83,1004.64,28.6,43.01,12.37,Cumulus,No Rain
-8,58.03,1015.55,15.88,2.88,-15,Cirrus,No Rain
2.41,29.9,1008.54,7.96,24.16,-10.59,Cirrus,No Rain
12.28,76.76,1014.72,9.63,47.38,6.95,Cumulus,No Rain
30.18,59.79,1000.11,3.87,28.74,22.29,Cirrus,No Rain
15.15,47.5,1014.93,17.8,59.85,5.39,Cumulus,No Rain
8.29,69.62,1018.7,10.96,78.69,3.24,Stratus,No Rain
27.74,72.92,1022.23,16.75,66.43,23.3,Cumulus,No Rain
26.34,59.78,1019.49,10.27,65.18,16.37,Cumulus,No Rain
15.12,65.1,1013.52,2.07,33.83,7.67,Cirrus,No Rain
26.77,42.39,1026.27,14.48,46.18,16.23,Cumulus,No Rain
18.74,60.45,1022.74,10.17,95.46,12.32,Cumulus,No Rain
6.93,37.9,1018.07,3.74,35.69,-4.07,Cumulus,No Rain
13.41,36.79,1014.75,6.57,70.22,2.86,Cumulus,No Rain
14.32,57.18,1003.49,10.77,33.91,4.97,Cirrus,No Rain
16.95,56.12,997.08,12.87,100,6.76,Cumulus,Rain
15.74,68.67,989.75,2.12,27.03,9.35,Cirrus,No Rain
30.73,94.33,1017.01,23.36,88.34,28,Cumulus,Rain
17.66,68.02,1009.05,19.66,87.43,11.75,Cumulus,No Rain
11.58,66.92,1005.97,10.48,85.78,6.42,Stratus,Rain
21.4,54.37,1016.61,13.11,80.53,13.35,Cumulus,No Rain
24.17,51.9,1012.3,3.51,0,13.63,Cirrus,No Rain
21.31,59.07,1015.81,6.99,100,14.98,Cumulus,No Rain
3.41,76.11,1002.19,15.82,24.81,-0.26,Cirrus,Rain
22.91,65.74,1018.66,16.44,48.02,16.08,Cumulus,No Rain
14.01,73.38,1020.15,18.98,69.03,10.84,Cumulus,No Rain
24.5,65.11,1014.33,9.42,92.53,17.86,Cumulus,No Rain
15.95,41.79,1018.87,7.6,85.92,4.45,Cumulus,No Rain
17.06,72.73,999.23,13.13,29.75,12.43,Cirrus,No Rain
22.55,49.62,1014.87,35.95,73.93,12.38,Cumulonimbus,No Rain
27.48,46.51,1010.34,4.09,63.88,18.62,Cumulus,Rain
12.11,34.08,1015.71,7.81,15.41,-0.28,Cirrus,No Rain
25.93,87.93,1002.73,23.49,21.79,24.24,Cirrus,Rain
28.44,44.99,1035,9.15,88.04,18.36,Cumulus,No Rain
25.62,77.63,1017.92,19.59,54.6,19.97,Cumulus,No Rain
32.02,43.69,1005.63,6.33,24.83,20.25,Cirrus,No Rain
16.26,52.32,1004.06,10.59,88.97,6.19,Cumulus,Rain
15.15,64.41,995.97,6.43,25.04,8.11,Cirrus,No Rain
16.57,95.52,1013.25,10.48,100,17.41,Cumulus,Rain
12.55,42.49,1014.94,10.49,24.64,1.92,Cirrus,No Rain
21.78,54.23,1029.33,7.71,91.55,11.87,Cumulus,No Rain
15.2,64.6,1003.68,20.59,58.2,7.62,Cumulus,No Rain
13.4,32.94,1004.01,7.02,100,0.23,Cumulus,Rain
6.67,91.8,1030.52,14.93,30.96,5.24,Cirrus,No Rain
18.81,94.27,1009.95,11.18,95.29,17.8,Cumulus,Rain
21.35,69.5,1025.62,7.51,0,15.78,Cirrus,No Rain
7.49,88.64,1006.98,21.66,50.17,5.19,Cumulus,Rain
7.74,75.75,1010.79,13.58,69.84,2.38,Stratus,Rain
14.33,40.46,1010.26,14.15,45.73,1.97,Cumulus,No Rain
8.06,38.0,1013.79,23.42,58.08,-5.85,Cumulus,No Rain
31.15,91.59,1013.57,5.57,93.84,28,Cumulus,Rain
25.42,42.07,998.66,1.4,30.35,14.76,Cirrus,No Rain
12.81,47.45,1013.76,9.15,25.01,2.63,Cirrus,No Rain
22.89,77.79,1000.78,4.89,25.66,19.22,Cirrus,Rain
8.18,25.31,1001.61,11.45,97.43,-4.53,Stratus,Rain
2.39,76.44,1025.02,8.24,13.07,-2.38,Cirrus,No Rain
22.76,58.75,1020.89,26.52,76.36,12.86,Nimbus,Rain
13.72,54.61,1009.92,8.44,30.43,5.71,Cirrus,No Rain
32.87,88.62,1011.52,31.12,53.18,28,Cumulonimbus,Rain
27.25,52.39,1015.31,11.79,73.49,18.19,Cumulus,No Rain
17.86,96.25,1006.24,22.42,25.49,15.55,Cirrus,Rain
17.72,65.65,1015.9,23.71,83.12,10.27,Cumulus,No Rain
11.47,83.28,1014.06,11.55,60.5,8.4,Stratus,No Rain
6.69,48.23,1021.2,33.94,55.93,-5.06,Cumulonimbus,No Rain
2.84,57.55,999.96,7.55,64.99,-7.04,Stratus,No Rain
22.06,100,1005.97,8.51,86.2,23.76,Nimbus,Rain
29.37,56.72,994.06,9.09,66.0,22.72,Cumulus,No Rain
15.43,75.05,1013.83,10.81,14.14,12.74,Cirrus,No Rain
25.95,69.78,1004.69,8.09,66.37,18.93,Cumulus,Rain
34.64,79.76,1020.48,20.32,51.06,28,Cumulus,No Rain
14.67,57.34,1021.52,6.96,77.28,8.07,Cumulus,No Rain
37.85,36.12,1006.73,13.72,100,27.16,Cumulus,Rain
23.42,47.88,1017.42,9.54,71.01,12.83,Cumulus,No Rain
20.36,65.32,1027.92,9.34,31.69,12.72,Stratus,No Rain
12.39,70.06,1031.55,12.97,20.65,5.32,Cirrus,No Rain
15.22,44.18,1002.65,6.61,82.39,2.67,Cumulus,Rain
24.97,78.84,1008.95,17.26,94.92,19.52,Cumulus,Rain
19.28,64.31,1020.6,9.25,18.56,13.94,Cirrus,No Rain
2.22,74.04,1000.37,14.92,74.72,-3.66,Stratus,No Rain
20.1,57.09,1007.12,5.63,61.4,12.58,Cumulus,No Rain
20.58,37.64,998.09,17.24,100,9.12,Cumulus,Rain
19.61,81.65,1011.03,8.48,36.43,16.76,Stratus,No Rain
19.23,65.47,1009.09,13.78,100,10.72,Cumulus,No Rain
3.79,37.03,1019.31,21.02,48.41,-9.9,Cumulus,No Rain
26.3,71.32,1013.2,14.65,31.28,21.32,Cirrus,No Rain
28.56,74.08,1010.13,3.41,23.77,23.45,Cirrus,No Rain
28.26,54.59,992.41,17.1,46.05,20.72,Cumulus,No Rain
18.1,66.47,1004.23,9.4,56.58,9.89,Cumulus,No Rain
5.47,53.84,1016.22,5.11,59.02,-3.37,Cumulus,No Rain
16.49,54.12,1013.68,3.25,31.71,5.73,Cirrus,Rain
24.39,67.24,1002.06,7.85,64.87,17.54,Cumulus,No Rain
31.53,99.58,1009.62,11.88,96.34,28,Cumulus,Rain
17.71,89.77,999.59,4.67,30.55,14.97,Cirrus,No Rain
24.39,60.71,1004.12,23.08,4.06,17.25,Cirrus,Rain
24.72,43.32,1014.11,2.63,85.38,13.39,Cumulus,No Rain
25.47,91.93,1007.2,11.37,49.46,25.59,Cumulus,Rain
27.34,38.61,1026.05,22.39,92.85,14.03,Cumulus,Rain
3.83,78.93,1006.49,10.21,54.62,1.01,Cumulus,Rain
23.88,56.73,1003.61,18.58,47.07,15.1,Cumulus,No Rain
14.47,77.42,997.81,15.35,43.91,8.84,Cumulus,Rain
15.43,27.7,1003.57,23.48,78.46,0.72,Cumulus,Rain
12.56,63.94,1012.12,3.73,38.33,4.23,Cumulus,No Rain
10.62,68.94,1023.68,6.18,49.45,5.77,Cumulus,No Rain
28.13,89.49,1008.19,11.17,52.9,24.99,Cumulus,No Rain
27.42,84.68,1020.02,7.2,94.87,23.65,Cumulus,Rain
15.82,42.02,1014.46,4.82,43.21,5.1,Cumulus,No Rain
20.0,73.33,1005.45,22.82,69.59,13.5,Cumulus,Rain
27.2,79.08,1014.07,15.19,62.93,24.38,Cumulus,No Rain
8.84,45.27,1019.59,20.49,90.94,-0.67,Stratus,No Rain
17.15,27.94,1019.23,6.31,66.3,2.99,Cumulus,No Rain
12.25,45.88,1011.95,14.13,84.15,-0.51,Cumulus,No Rain
18.37,22.91,1002.78,13.07,84.12,2.3,Cumulus,Rain
23.84,64.13,1023.68,11.56,97.21,16.44,Cumulus,No Rain
19.48,85.51,1023.53,10.31,57.17,17.08,Cumulus,No Rain
21.98,77.38,1016.51,6.0,42.1,17.8,Cumulus,No Rain
10.17,39.54,1011.52,17.68,70.95,-3.88,Stratus,No Rain
1.08,100,1010.32,15.74,69.33,0.79,Stratus,Rain
19.63,57.4,1002.23,8.23,29.89,10.64,Cirrus,No Rain
23.65,100,1010.7,10.1,35.41,23.48,Cumulus,No Rain
24.53,31.63,1012.19,25.68,66.32,9.65,Cumulonimbus,No Rain
16.34,49.66,1018.55,19.54,34.61,5.9,Cirrus,No Rain
1.67,42.97,1013.86,21.64,33.85,-11.65,Cirrus,No Rain
1.57,49.45,1018.56,12.86,72.65,-8.22,Stratus,No Rain
13.22,81.02,994.95,14.52,41.47,11.89,Cumulus,Rain
10.24,46.58,1023.34,15.13,89.09,-1.02,Stratus,No Rain
25.34,100,1012.58,10.14,85.7,26.28,Cumulus,Rain
17.44,49.4,1035,14.8,100,5.6,Cumulus,No Rain
14.85,80.7,1011.46,14.36,45.69,11.1,Cumulus,No Rain
11.61,89.56,1013.12,17.93,100,8.7,Stratus,Rain
24.28,78.15,1008.64,6.2,51.27,20.86,Cumulus,Rain
16.61,94.67,1004.03,8.16,30.3,14.08,Cumulonimbus,Rain
35.73,56.16,1023.0,18.12,37.99,25.89,Cumulus,No Rain
30.44,54.65,1012.99,11.34,39.64,21.8,Cumulus,No Rain
16.3,60.1,1013.03,24.25,11.68,8.72,Cirrus,No Rain
16.66,47.64,1002.56,6.11,61.39,6.76,Cumulus,No Rain
6.67,23.87,1013.35,8.91,59.44,-8.78,Cumulus,No Rain
13.68,37.36,1009.96,4.65,70.63,0.72,Cumulus,No Rain
14.91,74.32,1012.8,19.25,37.8,10.52,Cumulus,No Rain
31.35,47.26,1022.59,31.93,59.69,21.65,Cumulonimbus,No Rain
19.27,43.56,1010.37,13.3,37.73,9.12,Cumulus,No Rain
18.08,94.74,1002.7,22.17,59.32,18.28,Cumulus,Rain
14.13,66.67,1032.84,3.46,78.17,5.81,Cumulus,No Rain
8.12,86.34,1025.15,10.39,38.72,5.42,Cumulus,No Rain
42,48.38,1015.56,17.63,100,28,Cumulus,No Rain
21.56,76.65,1004.84,18.72,85.92,15.28,Cumulus,Rain
18.11,54.4,1017.29,7.36,100,10.69,Cumulus,No Rain
36.19,42.8,1001.96,8.74,6.54,27.75,Clear,No Rain
15.29,36.04,1005.73,6.64,3.98,1.53,Clear,No Rain
22.92,78.76,1011.76,16.9,57.91,21.23,Cumulus,No Rain
19.01,57.92,1006.1,8.37,27.39,10.03,Cirrus,No Rain
18.22,49.28,1026.46,16.81,95.98,8.22,Cumulus,No Rain
15.48,68.99,1014.54,7.6,14.62,8.15,Cirrus,No Rain
19.42,66.54,1009.65,9.23,75.05,10.04,Cumulus,No Rain
5.07,78.94,1021.3,11.3,70.82,1.34,Stratus,Rain
16.4,69.21,1018.84,13.88,67.69,11.49,Cirrus,Rain
30.04,100,1010.46,28.67,45.69,28,Cumulus,Rain
27.99,69.46,1017.71,19.07,32.29,20.97,Cirrus,No Rain
39.82,76.27,1008.9,11.27,56.75,28,Cumulus,Rain
33.98,46.63,1015.02,21.25,35.5,24.64,Cumulus,No Rain
12.42,48.2,1012.91,7.2,94.75,-0.35,Cumulus,No Rain
9.29,42.46,1005.22,10.41,87.93,-1.95,Stratus,Rain
14.67,77.55,1014.89,14.87,67.98,11.28,Cumulus,Rain
19.23,59.15,1023.19,23.21,63.95,11.07,Cumulus,No Rain
10.5,68.81,998.97,12.72,41.82,3.02,Cumulus,No Rain
21.17,53.26,1014.59,9.45,55.88,12.86,Cumulus,No Rain
10.46,54.53,1010.82,6.79,84.24,3.55,Stratus,No Rain
26.88,47.26,1008.7,9.27,33.39,17.31,Cumulus,No Rain
20.82,75.07,1007.34,8.88,64.84,16.83,Cumulus,Rain
8.11,40.82,1008.2,9.54,80.59,-4.31,Stratus,Rain
14.61,78.63,1026.74,20.32,18.06,10.31,Cirrus,No Rain
21.5,28.66,1023.2,14.95,57.07,9.11,Cumulus,No Rain
11.86,69.35,1024.01,8.23,16.0,4.94,Cirrus,No Rain
6.22,82.04,1014.11,11.14,0,3.04,Cirrus,No Rain
2.89,57.9,996.35,8.34,47.24,-5.41,Cumulus,No Rain
18.69,86.12,1020.89,5.32,78.99,16.2,Cumulus,Rain
22.47,91.41,1013.65,12.21,28.68,21.15,Cirrus,Rain
14.39,61.25,1020.39,8.97,77.93,7.97,Cumulus,No Rain
27.28,90.38,1009.33,5.31,66.93,23.05,Cumulus,Rain
22.27,54.25,1009.08,14.77,93.5,10.5,Cumulus,No Rain
25.04,22.53,997.14,8.18,12.26,9.27,Clear,No Rain
24.66,77.24,1014.88,13.76,72.62,19.44,Cumulus,Rain
25.36,89.92,1022.4,6.95,96.66,23.85,Cumulus,No Rain
26.39,67.47,1020.7,14.69,37.41,17.87,Cumulus,No Rain
19.13,60.5,1018.16,16.74,0,12.48,Cirrus,No Rain
10.97,76.15,1010.83,17.12,62.84,5.92,Stratus,No Rain
12.45,100,1017.38,22.87,62.24,13.12,Cumulus,No Rain
16.25,61.23,1019.82,6.69,49.07,6.5,Cumulus,No Rain
37.25,100,1007.84,5.78,40.68,28,Cumulus,Rain
34.16,66.79,1017.59,8.04,94.15,28,Cumulus,No Rain
-2.13,77.6,1027.71,5.9,58.7,-8.15,Cumulus,No Rain
8.44,80.13,1014.25,10.18,71.11,4.2,Stratus,Rain
20.03,28.47,1012.93,8.36,60.97,5.83,Cumulus,No Rain
15.32,98.85,1007.27,23.86,59.42,14.98,Cumulus,Rain
26.32,95.56,1007.63,3.87,100,24.97,Nimbus,Rain
-1.74,31.35,1015.23,5.01,28.11,-15,Cirrus,No Rain
30.45,86.7,999.16,9.99,22.03,25.16,Cirrus,Rain
13.36,52.44,1006.72,6.18,67.06,2.34,Cumulus,Rain
18.38,48.75,1011.72,20.05,88.29,6.45,Cumulus,No Rain
19.15,76.39,1014.37,5.65,87.95,14.86,Cumulus,No Rain
9.61,11.24,998.27,35.85,38.45,-6.03,Cumulus,Rain
25.92,52.59,998.58,9.85,39.4,15.82,Cumulus,No Rain
16.22,22.5,1014.87,6.58,63.24,2.6,Cumulus,No Rain
12.97,66.73,1013.52,5.27,36.67,4.67,Cumulus,No Rain
1.23,98.91,1023.03,6.96,30.07,0.66,Cirrus,Rain
27.36,40.82,1011.87,12.99,44.2,16.36,Cirrus,Rain
8.4,86.55,1013.22,4.24,12.69,4.89,Cirrus,No Rain
32.62,61.24,1007.16,11.28,85.77,26.94,Cumulus,Rain
16.88,86.81,1004.99,6.48,55.31,14.04,Cumulus,Rain
17.31,54.34,1010.83,15.37,24.43,9.59,Cirrus,No Rain
23.89,76.84,1024.14,10.95,6.62,18.38,Cirrus,No Rain
13.74,66.63,1017.95,17.31,44.51,6.48,Cumulus,No Rain
18.5,52.45,1009.11,17.13,59.65,10.74,Cumulus,No Rain
20.26,62.68,1006.39,13.67,90.21,13.22,Cumulus,Rain
20.02,59.26,1008.88,6.11,41.38,12.09,Cumulus,No Rain
21.17,73.31,1009.94,10.23,28.27,16.33,Cirrus,No Rain
21.31,59.19,1003.46,8.2,37.87,10.38,Cumulus,No Rain
35.27,62.28,1009.91,10.53,0,27.68,Cirrus,No Rain
18.27,82.34,1005.9,10.52,95.46,15.88,Nimbus,Rain
14.96,38.54,1004.73,7.38,66.78,3.1,Cumulus,Rain
20.54,76.83,1024.18,3.45,59.6,15.89,Cumulus,No Rain
24.29,41.17,1012.86,30.17,50.79,11.97,Cumulonimbus,No Rain
26.68,92.77,1002.86,15.6,35.23,23.51,Cumulus,Rain
15.81,64.63,1010.4,7.41,16.36,9.79,Cirrus,No Rain
25.69,72.06,1013.56,9.56,70.68,20.31,Cumulus,Rain
21.75,70.81,1006.09,30.97,53.35,15.89,Cumulonimbus,Rain
33.41,47.52,1003.23,14.31,27.62,24.04,Cirrus,No Rain
21.32,44.35,1014.27,7.87,100,7.05,Cumulus,No Rain
11.14,52.48,1016.99,7.32,0,2.04,Cirrus,No Rain
15.8,48.01,1004.66,23.98,31.93,6.09,Cirrus,No Rain
12.75,97.62,1015.15,6.17,55.06,13.69,Cumulus,No Rain
34.1,46.91,998.22,19.68,79.92,22.68,Cumulus,Rain
10.14,61.86,1024.08,18.44,37.61,3.62,Cumulus,Rain
11.6,66.11,999.18,16.24,0.4,4.49,Cirrus,No Rain
22.19,69.74,996.3,5.36,11.44,15.75,Cirrus,No Rain
10.11,50.26,1010.75,18.16,9.41,0.19,Nimbus,No Rain
23.24,81.16,998.57,10.74,100,20.62,Nimbus,Rain
33.97,58.96,1016.84,15.71,67.92,25.31,Cumulus,No Rain
11.98,40.25,1020.66,8.85,56.72,0.2,Cumulus,No Rain
16.53,66.92,1003.79,14.98,82.73,10.41,Cumulus,Rain
7.44,55.29,1006.34,17.69,41.49,-2.49,Cumulus,No Rain
28.01,86.24,1016.35,23.42,62.83,24.78,Cumulus,Rain
